,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time
0,0.0001794700835417006,0.09138787501968282,2.996761598271872e-05,0.04790284402749198,0.04949329880368197,0.014611359411760835,0.015061543963926253,0.044495263335167005,0.0381,10951.332004018032,927,3008.294920204
1,0.00017949058167073385,0.0913837226135927,2.996867392216882e-05,0.047902827307174725,0.04948423587613518,0.014615496277412668,0.015059610943278318,0.044491482381879326,0.0381,10951.331938213316,750,3307.2798183840005
2,0.00017950201512232457,0.09138251205803982,2.996735342086962e-05,0.04790349865553641,0.04948511817926388,0.014616038013179233,0.015059462538452063,0.04449107305045071,0.0381,10951.332012721887,583,2378.8390234590006
3,0.00017947765080924283,0.0913862902150468,2.9969370916468266e-05,0.04790249149465798,0.04948857440935735,0.01461652128240486,0.01506207727248804,0.0444872478326915,0.0381,10951.332070406675,589,2379.2534773749994
4,0.0001794601424102784,0.09138900864409354,2.9965617123228382e-05,0.04790360572593419,0.04948363114897756,0.014616315680362861,0.015060083071147493,0.04448779700034092,0.0381,10951.331971068623,682,2697.7061955589998
5,0.0001794593024821883,0.09138896083434019,2.996850945755761e-05,0.04790256307744215,0.049482797737804854,0.01461517807760419,0.015058779150041912,0.044491669382309564,0.0381,10951.3319518945,771,3321.723370788999
6,0.00017946820670760992,0.09138471000840967,2.9968819760846412e-05,0.047902892682283815,0.0494838978163449,0.014615607749731568,0.01505943381833167,0.04449215296141466,0.0381,10951.332023154855,498,1619.2768445229995
7,0.00017946613161683663,0.09138753836742274,2.9967037564882736e-05,0.04790304055000766,0.04948234357464903,0.014616367547936361,0.01505843370703199,0.04449162478081189,0.0381,10951.331953253493,1004,3884.980327939
8,0.00017949087863996938,0.09138709522959378,2.996927879998804e-05,0.04790257596832875,0.04948562273995376,0.01461509664772218,0.015059261054172698,0.04449145595412158,0.0381,10951.331980726407,618,2241.636215767998
9,0.00017947840357776233,0.09138414580905052,2.9966366401334157e-05,0.0479033403122138,0.04948206222747362,0.01461539493342554,0.01505835142511477,0.044491457823869644,0.0381,10951.331939406204,1023,4037.4716756220005
10,0.00017948371605819375,0.09138415157975174,2.9968499094800283e-05,0.04790289590360376,0.049482925754079546,0.01461521258004444,0.015059039638606213,0.04449230435566173,0.0381,10951.331943770483,961,4199.630820360002
11,0.0001794776088921581,0.09138622745415939,2.99655502495697e-05,0.047903718450559823,0.049483214704066886,0.014616651068339414,0.015059175159369801,0.04448891808341416,0.0381,10951.331998682956,626,2385.9277750170004
12,0.0001794764447578223,0.09138471176849286,2.9965680796057243e-05,0.04790339182836415,0.04948074264350594,0.014615521837990517,0.01505809589672376,0.04449157588931943,0.0381,10951.331975290994,817,3594.1858114480056
13,0.00017946784350529238,0.09138635147072995,2.9968049978372147e-05,0.04790299080331473,0.04948043208208518,0.014615230927546229,0.015058496674418578,0.044492127183785646,0.0381,10951.332010611264,903,4274.416460722998
14,0.00017947242308315514,0.09138900203474784,2.99674958582742e-05,0.04790318643655384,0.049486011603404004,0.01461642113614718,0.015060620404950022,0.04448805212732499,0.0381,10951.331985436454,669,3071.394562263995
15,0.00017949016542670785,0.0913885113668041,2.9964653456873776e-05,0.04790443445621583,0.04948086145369388,0.01461651995509764,0.015058007126793843,0.04449082076491596,0.0381,10951.332129663557,509,2104.106626322995
16,0.00017948269798541324,0.09138336140182415,2.9968418492783364e-05,0.04790315029628971,0.04948390730879784,0.014614511551262524,0.015059774808244457,0.044491758367104665,0.0381,10951.332023908779,546,2384.732416993
17,0.0001794789147915205,0.09138398314731866,2.9967008633290473e-05,0.0479029703108636,0.04948326424862863,0.014616018891328108,0.015058869844769993,0.044490900703587355,0.0381,10951.331974473876,599,2597.7194511609996
18,0.00017944860866936756,0.0913893034247654,2.9970046538328674e-05,0.047902107478524796,0.04948757252448635,0.014615914238095856,0.01506132097782409,0.04449009508309085,0.0381,10951.331996282317,1007,4128.517869339004
19,0.0001794584227973576,0.09138816432030872,2.996714286302393e-05,0.04790328645160948,0.04948356741997322,0.014615846809071055,0.01505921825097063,0.04449118240741104,0.0381,10951.33196039057,1031,3771.908595795998
20,0.00017947909654378826,0.09138303850175492,2.9968892423896363e-05,0.04790230698205946,0.04948949569045357,0.014612097135263133,0.01506086290353799,0.044495233961244184,0.0381,10951.331960778378,765,3225.245567869999
21,0.00017947869506078576,0.09138672085130645,2.9969648212057795e-05,0.04790249045600952,0.04948624268896476,0.014617027828629711,0.015060665580611844,0.04448948839309306,0.0381,10951.33196811032,1259,4816.2586330419945
22,0.000179481057042665,0.09138621455492177,2.9967920192075484e-05,0.04790307214413392,0.04948286487843592,0.014615352317524975,0.01505872491456627,0.044492100684153324,0.0381,10951.331943861816,651,2761.9871110010135
23,0.0001794813312941822,0.0913818742435356,2.996504869601831e-05,0.04790377684260302,0.049486837437812355,0.014612180292379533,0.015059770226265768,0.044494831459661835,0.0381,10951.331955773097,653,2410.811872241
24,0.00017947988139925663,0.09138078439211053,2.9967019447690457e-05,0.0479034308552618,0.04948742292852027,0.01461136888343494,0.01506005314956074,0.04449577422537535,0.0381,10951.331972117852,544,2021.3159690569883
