,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol,sweep
0,0.001684536416239775,0.08446396690476338,2.2113922599015e-05,0.05119496206375662,0.12153538007564514,0.02687489759135218,0.0088782949520459,0.02879755059069882,0.15464914419855552,652.3532082311477,1273,2540.163690104,652.3532082311477,8,staircaseramp1,-1
1,0.001683425243995319,0.08439666358153886,2.2080420838223165e-05,0.05121347994126062,0.12134390468981202,0.026860438807103235,0.008864021434363871,0.028804767359300227,0.15468665342477178,653.28854408496,1389,2911.579970750001,653.28854408496,6,staircaseramp1,-1
2,0.0016863140993277454,0.08444599419863959,2.2064566694236412e-05,0.051220604223941216,0.12137205639935236,0.02686300235551264,0.008867173254328009,0.028800952568185822,0.1546546361137549,655.6513229228038,2340,5057.926444943,655.6513229228038,1,staircaseramp1,-1
3,0.0016851445064754724,0.08446228193352952,2.207368241659922e-05,0.051211755594783,0.12132487407449606,0.026881970076791557,0.008869177669009642,0.02878856128114066,0.15459478064077964,654.5817542236229,1784,4074.2594076319947,654.5817542236229,9,staircaseramp1,-1
4,0.0016855918646490635,0.0844871388446916,2.2101379001769927e-05,0.05120489675772316,0.12144604468725965,0.026886653858056123,0.008871692836057366,0.02878418213982471,0.15465794845095104,654.1998062003713,1260,2537.838430258,654.1998062003713,5,staircaseramp1,-1
5,0.0016860306467850188,0.08448314675007369,2.2119355546372372e-05,0.051194679897553476,0.12147054476655157,0.026887549865605074,0.00887429487229371,0.028786272540912643,0.15466823577218386,656.7724116173067,1499,3320.645338225,656.7724116173067,3,staircaseramp1,-1
6,0.0016847183640863823,0.08444525872549355,2.211469377365914e-05,0.05119868686952649,0.12143473813057579,0.02689966209974438,0.008870985922980273,0.028776606810872626,0.15466187639342938,653.2881421568418,1727,3524.8017805870004,653.2881421568418,7,staircaseramp1,-1
7,0.0016854807725991358,0.08445359774744296,2.2078604655429846e-05,0.05120858881066865,0.12118682568803255,0.026859289696082346,0.008855191853230176,0.02880225436802558,0.15459760595852673,653.9515053549686,2366,4787.985521354,653.9515053549686,4,staircaseramp1,-1
8,0.0016879921308231521,0.0845342945529676,2.2066622819748508e-05,0.051217222143175256,0.1217703589130075,0.02691571822356757,0.008892741456026549,0.0287482519913604,0.15467794714399286,654.6967458855105,1534,3162.967529526,654.6967458855105,2,staircaseramp1,-1
9,0.0016860781143326667,0.08445449813283555,2.2101986681346148e-05,0.05119442118156125,0.12137091352035634,0.02688015320331172,0.008873566544208853,0.02879787537059351,0.15454334118426866,654.9818293342944,1775,3344.6936644590005,654.9818293342944,0,staircaseramp1,-1
10,0.0015660480573685273,0.07931132926188182,2.2231238511632253e-05,0.05117133353809847,0.09597455707866083,0.023931854338691712,0.007051905612332493,0.031336013866064404,0.15482284088217135,718.9105956424725,2302,5246.043245989002,718.9105956424725,8,sis,-1
11,0.001566352676738429,0.07928806697841333,2.2168446179825845e-05,0.05120155200871049,0.09598656980413907,0.023935085210527687,0.007052011581576713,0.0313148961309134,0.15486974982852938,719.5676331853002,1996,4706.506116274999,719.5676331853002,6,sis,-1
12,0.0015680708075253467,0.07931048991505192,2.2173467791568678e-05,0.05120097981629605,0.09593093542949929,0.02393546635532053,0.007048799341077559,0.03131864238615256,0.1548462547718317,721.8140721298388,2065,5004.969691116001,721.8140721298388,1,sis,-1
13,0.0015675664917159503,0.07933723006855299,2.215854623433046e-05,0.05120017758411005,0.0959712040462864,0.023948911081103447,0.0070581561672017025,0.031301539029937445,0.15476417319859195,720.6057135298985,1193,2922.4580968590017,720.6057135298985,9,sis,-1
14,0.001567448882479622,0.07934402738215104,2.221562512234318e-05,0.05118403036195545,0.09597507485899964,0.02395390251038085,0.007050193017879584,0.03130905458924485,0.1548640444843677,720.6326154862367,3599,9124.569840045002,720.6326154862367,5,sis,-1
15,0.0015679569221601966,0.07933868410548287,2.2207846563082357e-05,0.05118194158293695,0.09599019186634736,0.02394198551695455,0.007054281384910519,0.031315701620976195,0.15483811202416797,723.5634544816022,1618,4008.9419205140002,723.5634544816022,3,sis,-1
16,0.0015669626784728591,0.07930762779000848,2.2190134282933195e-05,0.05119102942246097,0.0959890150577897,0.023949525877638596,0.007054195294752216,0.031302401154187,0.1548354398921895,719.8350833322269,1597,3624.4332585949996,719.8350833322269,7,sis,-1
17,0.0015679856443701955,0.07935481302555483,2.2206375847522088e-05,0.05118085154859966,0.09595674402126848,0.023951781991001342,0.007052675542257241,0.03131230924589578,0.1547683786420441,718.775511342261,1054,2392.9756937349994,718.775511342261,4,sis,-1
