,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol
0,0.34186849255265567,1.0000001779629369e-07,3.1732440838052773,1.0000000587769007e-07,2.9093082481397145e-07,1.0001095035471449e-07,9.974753089888476e-06,1.0005019125692603e-07,0.07113331948124753,101917.85871077831,1438,2175.028400977,101917.85871077831,8,staircaseramp1
1,0.3553329121158463,0.011040125118601004,3.06534625680469,0.04636875142080817,2.807253514743026e-07,0.002887652655352135,1.0347220753710546e-05,9.982224366641653e-06,0.1524,,1438,,,8,staircaseramp1
2,0.0016845029852824512,0.08446319211750238,2.211468319013742e-05,0.051194732455915555,0.12152878487109718,0.02687400712240131,0.00887775083444595,0.028798310937936257,0.15465091690029675,652.3532117344785,1600,2992.6343689830005,652.3532117344785,8,staircaseramp1
3,1.0616113658038264e-05,3.4449925079113536e-07,0.07044696388741395,0.0023388653134878094,5.866049931426783e-06,8.272507314813482e-07,0.017330356566826497,0.023520791230131947,0.1524,,1600,,,8,staircaseramp1
4,0.20484734385599293,1.0000014577320519e-07,0.22619013909133645,1.0000024603474451e-07,6.205881017827753e-05,1.000002621513481e-07,3.661604004395563e-07,1.000002986049618e-07,2.4114394022208674,101917.75320100895,1416,2248.1159221420003,101917.75320100895,8,staircaseramp1
5,0.24074091712150858,0.0004783221192050146,9.295713479036602,0.012043008445077278,0.00013390646989930752,3.3312240572445815e-06,7.910535623410986e-07,1.3840337914703782e-07,0.1524,,1416,,,8,staircaseramp1
6,0.2810432072016173,0.00012778095645085276,2.7954741829659604e-07,0.0014438789106606402,22.818431703532493,0.04942828460462994,10.459952839891809,0.014535400842469574,0.030244541943718693,54688.293752778554,1385,2498.482952605,54688.293752778554,8,staircaseramp1
7,1.0701232260925705e-05,0.014779060105357495,0.30397173843187836,6.0469138572210035e-05,0.00010285752195209973,0.23528957868992295,8.802738168366808,0.00022478127252102662,0.1524,,1385,,,8,staircaseramp1
8,4.631692432746514e-05,0.0898423196711916,1.3686441788515056,0.00026025132831084045,5.80021457896832,0.01828671683881036,3.7925799867693805e-07,0.0004277270364304526,0.15249154351155964,137574.52298148483,261,533.0497739020011,137574.52298148483,8,staircaseramp1
9,4.632698519136798e-05,0.0898859867146393,1.3687766757827027,0.000437965803929556,5.799394116837598,0.01815869179861583,3.791260088124415e-07,0.0004537915914583432,0.1524,,261,,,8,staircaseramp1
10,0.001684536416239775,0.08446396690476338,2.2113922599015e-05,0.05119496206375662,0.12153538007564514,0.02687489759135218,0.0088782949520459,0.02879755059069882,0.15464914419855552,652.3532082311477,1273,2540.163690104,652.3532082311477,8,staircaseramp1
11,1.87062672117046,4.8969691667882e-05,1.6713356946055384e-06,9.639302530638177e-06,1.1457024380028262e-06,0.00039193782061698536,0.001143105471147688,0.04548827352100007,0.1524,,1273,,,8,staircaseramp1
12,0.34186849255265567,1.0000001779629369e-07,3.1732440838052773,1.0000000587769007e-07,2.9093082481397145e-07,1.0001095035471449e-07,9.974753089888476e-06,1.0005019125692603e-07,0.07113331948124753,101917.85871077831,1438,2341.19969132,101917.85871077831,8,staircaseramp1
13,0.3553329121158463,0.011040125118601004,3.06534625680469,0.04636875142080817,2.807253514743026e-07,0.002887652655352135,1.0347220753710546e-05,9.982224366641653e-06,0.1524,,1438,,,8,staircaseramp1
14,0.0016845029852824512,0.08446319211750238,2.211468319013742e-05,0.051194732455915555,0.12152878487109718,0.02687400712240131,0.00887775083444595,0.028798310937936257,0.15465091690029675,652.3532117344785,1600,3216.119959102,652.3532117344785,8,staircaseramp1
15,1.0616113658038264e-05,3.4449925079113536e-07,0.07044696388741395,0.0023388653134878094,5.866049931426783e-06,8.272507314813482e-07,0.017330356566826497,0.023520791230131947,0.1524,,1600,,,8,staircaseramp1
16,0.20484734385599293,1.0000014577320519e-07,0.22619013909133645,1.0000024603474451e-07,6.205881017827753e-05,1.000002621513481e-07,3.661604004395563e-07,1.000002986049618e-07,2.4114394022208674,101917.75320100895,1416,2411.9820890009996,101917.75320100895,8,staircaseramp1
17,0.24074091712150858,0.0004783221192050146,9.295713479036602,0.012043008445077278,0.00013390646989930752,3.3312240572445815e-06,7.910535623410986e-07,1.3840337914703782e-07,0.1524,,1416,,,8,staircaseramp1
18,0.2810432072016173,0.00012778095645085276,2.7954741829659604e-07,0.0014438789106606402,22.818431703532493,0.04942828460462994,10.459952839891809,0.014535400842469574,0.030244541943718693,54688.293752778554,1385,2689.4369927080006,54688.293752778554,8,staircaseramp1
19,1.0701232260925705e-05,0.014779060105357495,0.30397173843187836,6.0469138572210035e-05,0.00010285752195209973,0.23528957868992295,8.802738168366808,0.00022478127252102662,0.1524,,1385,,,8,staircaseramp1
20,4.631692432746514e-05,0.0898423196711916,1.3686441788515056,0.00026025132831084045,5.80021457896832,0.01828671683881036,3.7925799867693805e-07,0.0004277270364304526,0.15249154351155964,137574.52298148483,261,572.047718920001,137574.52298148483,8,staircaseramp1
21,4.632698519136798e-05,0.0898859867146393,1.3687766757827027,0.000437965803929556,5.799394116837598,0.01815869179861583,3.791260088124415e-07,0.0004537915914583432,0.1524,,261,,,8,staircaseramp1
