,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time
0,0.0002264331212362691,0.06987828838012891,3.4509670981474095e-05,0.05459355663991392,0.08732852049838678,0.008909464758893128,0.005150220948246688,0.03158256518142328,0.1524,202.73751735798544,811,2637.6830595769998
1,0.00022643301431140377,0.06987829886966285,3.450995711166753e-05,0.05459348295288884,0.0873283735746475,0.008909473352518493,0.00515021164628902,0.03158259031541264,0.1524,202.7375174819029,1017,3403.994129179
2,0.00022643219965231493,0.06987835603551719,3.45095891686663e-05,0.054593573147724804,0.08732860740801077,0.008909394953084598,0.00515023272159881,0.0315825760576269,0.1524,202.73751753261814,1017,2987.7932049720002
3,0.0002264325653382195,0.06987832844113712,3.450956746188203e-05,0.05459357361985099,0.08732850955824509,0.008909450027551117,0.005150227007823838,0.03158254458220056,0.1524,202.73751755277044,687,1536.663082387
4,0.00022643831962138703,0.06987775451772642,3.451015338123253e-05,0.05459343146140141,0.08732851950733828,0.008909438607946516,0.0051502219863243295,0.03158259509999673,0.1524,202.73751777685274,775,2621.972114639
5,0.00022643389175823166,0.06987823733712807,3.450997966947918e-05,0.054593470541587794,0.08732853376175105,0.00890946296582917,0.005150225195700291,0.031582550465047064,0.1524,202.7375174071313,989,3148.452847269
6,0.00022643540858900793,0.06987813431397942,3.450987955706671e-05,0.05459348566413631,0.087328511226206,0.00890945119680619,0.0051502235555553584,0.03158253574786697,0.1524,202.73751764503987,720,2272.795934687998
7,0.0002264312189043911,0.06987849483162437,3.450983099387734e-05,0.054593509118951306,0.08732866664946254,0.008909441905240767,0.00515023362027069,0.03158254952658327,0.1524,202.7375178697845,506,1450.926274972
8,0.00022643107324819045,0.06987846935105713,3.450965694282332e-05,0.054593552261017426,0.08732873326662732,0.00890942726187456,0.005150241249467404,0.0315825604382546,0.1524,202.73751749382825,902,2031.9287307769991
9,0.00022643647838783282,0.06987803901248374,3.450993070713268e-05,0.05459348710837888,0.08732861113854837,0.008909429313708259,0.005150226123738416,0.03158260006254491,0.1524,202.73751754985213,759,2015.4610623139997
10,0.00022643516088815773,0.06987809223143393,3.450966895182154e-05,0.05459354833288489,0.0873283579846128,0.00890943934808836,0.005150214294769782,0.03158255303363102,0.1524,202.73751763589735,648,1790.0389899539987
11,0.0002264339650864169,0.06987820026524652,3.4510155398757013e-05,0.05459342158867538,0.08732915086922974,0.008909539244491,0.005150254946864277,0.03158250558241082,0.1524,202.7375177089827,1009,2990.8889494970026
12,0.00022643152414347363,0.06987843967244799,3.45095593728807e-05,0.05459357395483524,0.08732869799891198,0.008909434513581645,0.005150227259167088,0.031582569223419496,0.1524,202.73751732803993,816,2703.2712988819985
13,0.00022643289108482538,0.06987831412521998,3.450957308852537e-05,0.05459357796552306,0.08732857453224907,0.008909455999982063,0.005150220884954649,0.03158256144390501,0.1524,202.73751749141258,1020,2839.1127824010036
14,0.00022643315060320206,0.0698782807077712,3.450968265775442e-05,0.0545935489671043,0.08732838056602377,0.008909473118770902,0.005150205763236729,0.031582571863516824,0.1524,202.7375173849351,861,2684.3570818480002
15,0.00022643339108013646,0.06987826353343886,3.4509755046984284e-05,0.0545935227221745,0.08732844987437516,0.008909478415329915,0.0051502134153431104,0.0315825450163405,0.1524,202.73751745999613,669,2001.8630618790048
16,0.00022643497036808145,0.0698781231348096,3.450968753922301e-05,0.05459355050150522,0.08732839245726498,0.008909469290807622,0.005150207578933188,0.03158258056888831,0.1524,202.737517446634,824,1782.1094135890016
17,0.0002264349396912633,0.06987812442972019,3.451005954141586e-05,0.054593451104484665,0.08732830750815661,0.008909447627032822,0.0051502113370357275,0.031582585403727124,0.1524,202.737517828914,551,1184.8801249219978
18,0.000226432171340152,0.06987840860450283,3.450968685852512e-05,0.05459354224288739,0.08732840705315936,0.008909489803996931,0.005150205886801237,0.0315825430895729,0.1524,202.73751743024923,747,1866.673567527003
19,0.0002264337337620305,0.06987826222139207,3.4509588999767665e-05,0.05459356999144152,0.08732845257597335,0.00890947834993543,0.005150204120426685,0.03158258359197471,0.1524,202.73751742991624,696,2141.436955691999
