,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol
0,2.8778670266062824e-05,0.14464717833252919,2.830432766721055,1.267050232351979e-05,4.89240983355264e-07,0.23413127939154174,0.0361706176192689,0.07621867054028997,1.889439514872396,269513.5456206568,3177,9759.58613803,269513.5456206568,8,spacefill19
1,7.211370178122603e-06,0.01046976833711012,0.47421344976047547,0.0011674926075633146,2.310685483549663e-06,0.00036978237506667534,0.06190342987661846,0.00013359133205884121,0.1524,,3177,,,8,spacefill19
2,4.687619859481676e-06,0.0005429434249170858,0.00030229460725065177,0.028300076677358718,0.0897186844356673,0.020207663794684198,0.007416582694446223,0.03103097570998009,25.47958247455559,15624.159500660042,1578,4489.1277247689995,15624.159500660042,8,spacefill19
3,0.11983602550464666,7.209513452750191e-05,3.673877012327369,0.0008827985730917203,6.306654675119199e-05,0.0002637757733753681,5.827278266370828e-06,0.0013617559608490057,0.1524,,1578,,,8,spacefill19
4,0.011289554959611594,1.0000545589374876e-07,0.20592876421615136,0.015511628316857515,0.1941225718566592,0.020908470563245674,0.00882703656457607,0.04299768966765709,4.584491791011899,53060.40363003699,4353,12931.929088428002,53060.40363003699,8,spacefill19
5,0.0054240001905987816,1.0144086309314098e-07,0.157334372301022,3.178787844089942e-05,2.8102765054755746e-05,6.4659495831856e-05,6.66819377706363,0.00755648976466067,0.1524,,4353,,,8,spacefill19
6,0.0016890664455851434,0.03665002704438082,4.284557390007238e-05,0.04595524791632551,0.09319789952610716,0.021806409610466006,0.0073529949910633025,0.029606763953854535,0.16389652179251282,1708.22531471081,1391,3898.959291872001,1708.22531471081,8,spacefill19
7,6.416474029231647e-07,1.4696116542010852e-07,5.053318150140415e-05,8.549994173637745e-05,1.7355696725248558e-07,0.0008423666059030182,8.832426274177512e-06,9.658595846079755e-07,0.1524,,1391,,,8,spacefill19
8,0.0016891513223917553,0.03664921001718517,4.2845178261083785e-05,0.0459553627325507,0.09319874930077135,0.021806611004814003,0.007353190397795835,0.029606507574021886,0.1638955356911479,1708.2253164401704,938,2826.1328162719983,1708.2253164401704,8,spacefill19
9,0.0023800976241680517,0.000637323485426596,6.094297971407216e-06,0.00025246581171266405,0.6603632246240386,9.6461623949962e-06,0.001486463942005187,4.6445121304697577e-07,0.1524,,938,,,8,spacefill19
