,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time
0,9.048812333640365e-05,0.10303308768172068,1.1894068193827612e-05,0.05531462191184814,0.05033832261091452,0.010397645789910249,0.00976925971343966,0.05077482348918286,0.0381,12030.322976266216,771,2150.1676013859997
1,9.042499650116589e-05,0.10304698734027998,1.1895477623172714e-05,0.05531371169485052,0.050337521532549744,0.010396948711140873,0.009769445642161876,0.05077506803717733,0.0381,12030.322901609487,839,2643.0915173800004
2,9.049765811711375e-05,0.10303397036290324,1.1896768092076275e-05,0.055312634809407395,0.05033772929841201,0.010396575804047393,0.009769304423123973,0.050774839020992994,0.0381,12030.322997365713,554,1586.222819605
3,9.038385380166723e-05,0.10306073228141031,1.189392117885575e-05,0.05531491019080108,0.05034014580782224,0.010396327190692847,0.009770031444731007,0.050773901783831024,0.0381,12030.323024479192,698,1339.516558335
4,9.03833676247363e-05,0.1030559684366436,1.1895976053026053e-05,0.05531301002505582,0.05033777315565213,0.010397306142452604,0.009769683765929177,0.05077434277653645,0.0381,12030.322934152495,769,1540.565615681
5,9.036322928835125e-05,0.10306160603923649,1.1893347244651181e-05,0.055315202696291116,0.0503368336803942,0.010397358999506863,0.009769150502550315,0.05077515951416368,0.0381,12030.32294649743,1113,2733.954214284
6,9.044646976027259e-05,0.10304480325824888,1.1895803421516433e-05,0.05531323669402014,0.05033898357950592,0.010396712313454423,0.009770010062859671,0.05077379473666726,0.0381,12030.322995073631,582,1233.5729249180004
7,9.049404664946344e-05,0.10303526108368335,1.1898207602618768e-05,0.05531145981261437,0.05033879808131342,0.010396825818885172,0.009769951882919846,0.050773996640939886,0.0381,12030.322960789606,760,1872.1677353140003
8,9.040958944899255e-05,0.10305572172234015,1.1897031394224583e-05,0.05531223893270511,0.050338114806634505,0.010397371012458098,0.009769690640246886,0.050774366832057674,0.0381,12030.322923186004,641,1666.5583493899994
9,9.036182051055973e-05,0.10306461464951923,1.1895611944949643e-05,0.055312884549943334,0.05033778309896031,0.010397142246579697,0.009769846993629427,0.050773777057833674,0.0381,12030.322940894208,934,2453.816318934001
10,9.037670626280038e-05,0.10306021925184602,1.1895606562660271e-05,0.0553131260517417,0.05033573725004132,0.010398145407559716,0.00976844460757605,0.050775116571347534,0.0381,12030.322967772281,579,1556.1112629029994
11,9.04349807058549e-05,0.10304760372182288,1.1896539909595037e-05,0.055312628859009304,0.05033724516318032,0.01039723819510208,0.00976916741798443,0.05077463535997931,0.0381,12030.322959044004,625,1299.0586273819972
12,9.036404814868569e-05,0.10306108582271709,1.1896460306402453e-05,0.05531273430393955,0.05033664085183292,0.010396536035907762,0.009769109262082389,0.05077607596254646,0.0381,12030.322989939523,725,1670.3370108669988
13,9.034087531905249e-05,0.10306706471964099,1.1894521872918191e-05,0.05531390149422294,0.05033659703172873,0.010398081676291008,0.009768946743080854,0.05077486863087225,0.0381,12030.322972823391,565,1701.48876285
14,9.040058092295319e-05,0.10305303530993562,1.1894696994618864e-05,0.05531395006343914,0.050333136036304627,0.010397902016972901,0.009768103321228856,0.05077621190065965,0.0381,12030.322994744638,650,1786.5807839739973
15,9.044699913980867e-05,0.10304517408375129,1.1896184633840683e-05,0.05531293489244984,0.05033660580433092,0.010397343806038078,0.00976892665120834,0.05077506216176259,0.0381,12030.322934737245,644,1760.2965505549982
16,9.052725789867946e-05,0.10302723791393296,1.18980541990901e-05,0.055311711165537125,0.05033881055561608,0.010396554098595068,0.009769764083513398,0.05077468876737194,0.0381,12030.322949062964,833,2057.796841149
17,9.038960661788797e-05,0.10305660541298849,1.1893296716562898e-05,0.05531520682037381,0.050340662917583746,0.010397014932262963,0.009769424018097812,0.05077494437930974,0.0381,12030.322950283839,759,2233.828665682002
18,9.033043996537301e-05,0.10306809149044904,1.1893731320011488e-05,0.055314835094125575,0.05033543285769408,0.01039770294302964,0.009768809115452914,0.050775491863048014,0.0381,12030.322973081802,686,1817.5849759449993
19,9.047082696361704e-05,0.10304122207720535,1.1898416897514669e-05,0.055311551487362255,0.050339064092041856,0.010396330914533455,0.009769529997321029,0.05077511132710689,0.0381,12030.322966948988,677,2112.121794243998
20,9.041716513490647e-05,0.10305008327695037,1.1896271612057772e-05,0.055312628897657444,0.05033779925753081,0.010397534730662397,0.009769425460408668,0.05077484205253322,0.0381,12030.322888049346,913,2178.601671600998
21,9.039481596948583e-05,0.10305582705396689,1.1897460929790853e-05,0.05531196066562541,0.0503377953649538,0.010396542385240301,0.009769995013116987,0.05077414238771626,0.0381,12030.322963856428,639,2008.0174389220047
22,9.037564207073328e-05,0.10305690868543357,1.1893772318400282e-05,0.055314683517336684,0.0503357307936144,0.010397473543323326,0.00976886004758546,0.050775631776251995,0.0381,12030.3229452513,861,2301.5722013050035
23,9.04226860075511e-05,0.10304993587231091,1.1895889331084888e-05,0.055313398979053206,0.05033732652880216,0.010396713050308867,0.009769374049555144,0.05077475055831732,0.0381,12030.322925287148,936,2941.5589687850006
24,9.041953469370385e-05,0.10304872588493968,1.1893499373897635e-05,0.055315130082459064,0.05033625973899945,0.010397658331651814,0.009768485235145058,0.05077628279691889,0.0381,12030.32295085882,1028,2909.1294164810024
