,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time
0,0.00022567337300391602,0.07002860685812287,3.433429957721406e-05,0.05463918750657532,0.08737963044381775,0.008892672910161168,0.005152111643758136,0.03156758863592234,0.1524,138.27913971511526,751,1641.260751574
1,0.0002256745968017752,0.07002812974372101,3.433431431379562e-05,0.054639125599747054,0.08737960988970811,0.00889268235609292,0.00515211562019491,0.031567576903308414,0.1524,138.27914007577922,550,1203.619332581
2,0.00022567474423400215,0.07002856408771577,3.433348846420933e-05,0.05463940479771476,0.08737969422310615,0.008892657591099466,0.005152088373977158,0.03156756801563101,0.1524,138.2791403897807,606,1326.286927352
3,0.0002256754375735094,0.07002824436675124,3.433422028077361e-05,0.05463915123502373,0.08737979204326309,0.008892733849787431,0.005152120418714196,0.031567511140648,0.1524,138.27913970461267,785,1725.7996357679995
4,0.00022566912216421094,0.07002920695287455,3.433430120209272e-05,0.05463919005762552,0.08737938990549422,0.008892854630112112,0.005152091602044685,0.031567518137467804,0.1524,138.2791398588983,1007,2223.389954774
5,0.00022567473475522894,0.07002823069091836,3.433421815428071e-05,0.05463917838516137,0.08737994096368353,0.008892682636354569,0.005152118322066178,0.03156763608570267,0.1524,138.27913935515366,786,1755.6495213980006
6,0.00022567462563955336,0.07002860345920221,3.433408005645273e-05,0.0546392010866541,0.08738028496230539,0.008892479973142665,0.005152143786704415,0.031567713655176785,0.1524,138.2791394302473,614,1435.354537661
7,0.0002256725893667185,0.07002871958917475,3.433421776349312e-05,0.05463917835101464,0.0873794748458885,0.008892817613194265,0.005152103995636672,0.03156739136651011,0.1524,138.2791399114288,842,1808.2781461689992
8,0.0002256764547576705,0.07002806358760764,3.433391918442577e-05,0.05463924357056044,0.08737996170143825,0.008892788593254923,0.0051521083756969465,0.03156751704738863,0.1524,138.27913974178466,771,1008.7933051939999
9,0.0002256751154393544,0.07002865006944911,3.4334698929374555e-05,0.05463907399817595,0.08737928043227929,0.008892770211903838,0.005152078994064319,0.03156754807058088,0.1524,138.27914002959443,596,1056.1830365980004
10,0.0002256734427619125,0.07002853238044289,3.433420843431829e-05,0.054639179225403345,0.08737966124063697,0.008892668137771707,0.005152102352530107,0.0315676402329314,0.1524,138.27914021414045,450,1007.3102192459992
11,0.00022567229235222327,0.07002859661065863,3.433382465710419e-05,0.05463929693597992,0.08737990245652315,0.008892707113894673,0.005152129611144814,0.031567502408710674,0.1524,138.27913977091058,707,1445.4118102330012
12,0.00022567371159777253,0.07002842073726963,3.433439048704283e-05,0.05463912376818548,0.08738008041339991,0.008892607906351921,0.005152136300412299,0.03156764006564641,0.1524,138.2791397965251,626,805.1566686370024
13,0.00022567188388817816,0.0700282446124133,3.433462470889503e-05,0.054639042548618164,0.0873796122507615,0.008892787862680931,0.005152139908502997,0.0315674898876162,0.1524,138.27913961921155,1003,1657.6309524979988
14,0.00022567740851898736,0.0700280272309149,3.433416362864831e-05,0.05463916952368589,0.08738017552799329,0.008892611896844739,0.005152123083532415,0.03156768053679822,0.1524,138.27913948483626,961,1631.6723110169987
15,0.00022567124976899765,0.07002880441743979,3.433399609554208e-05,0.054639213093699665,0.0873800381350687,0.008892724548995187,0.0051521414536080355,0.03156752560416765,0.1524,138.279139842193,963,1622.7879677879973
16,0.0002256721011222417,0.07002856302228017,3.4334505323719264e-05,0.05463910943733723,0.08737980437457542,0.008892735092419338,0.005152124698760747,0.03156759791558842,0.1524,138.2791401178695,462,1034.6856583129993
17,0.00022567321532330893,0.0700286623665031,3.4334708521881234e-05,0.05463905929056363,0.08737948447983447,0.008892721769996108,0.005152108907234964,0.03156756916667546,0.1524,138.27914025246253,436,903.899058291001
18,0.00022567419059582282,0.07002846254688606,3.433409110568848e-05,0.05463923710509168,0.0873797206610109,0.008892743853563452,0.005152104645551408,0.03156761080783208,0.1524,138.27913988499319,1065,2075.8329624120015
19,0.00022567406101919304,0.07002841911268495,3.433438189069796e-05,0.05463915303069567,0.08737972289933817,0.008892539619887858,0.005152120270271273,0.031567724819994356,0.1524,138.27913961920413,678,990.6047514089987
