,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol
0,0.001684475071270817,0.08446316526917808,2.2114763311389545e-05,0.05119456670149032,0.12152739796512327,0.0268742554027734,0.008877720316276129,0.028798096995419423,0.1546503335519284,652.3532023963081,2260,4802.52981543,652.3532023963081,8,staircaseramp1
1,0.20366907874937715,0.00011342535273824315,1.95080751798108e-07,0.0001836645662214405,0.00013608349609117251,4.133955193806269e-07,9.33077165379771,8.620869158076983e-06,0.1524,,2260,,,8,staircaseramp1
2,0.0016844677166077612,0.0844637302848104,2.2116101134525555e-05,0.051193978448434395,0.12152982637178286,0.02687414226179903,0.008878065831851622,0.02879835682362217,0.1546483169672369,652.3532160240486,834,1800.6552760260001,652.3532160240486,8,staircaseramp1
3,0.1481519719963377,1.1648897812593106e-05,0.0002034119623243448,9.534033744239537e-06,0.00022201966036084023,0.006506075522977092,0.0029983770911594086,0.0002961892221669873,0.1524,,834,,,8,staircaseramp1
4,0.0016845081854143446,0.08446372995681654,2.211469248596494e-05,0.051194707833879624,0.12152915708680398,0.02687446228908315,0.00887769862077062,0.02879802504123759,0.15465123005156192,652.3532089654158,1564,3286.325080144001,652.3532089654158,8,staircaseramp1
5,1.2167979505995684e-06,4.363756131893268e-06,0.0020130680147228248,8.886530708612079e-06,9.401849122234232e-05,4.079557545481767e-07,2.6306896388200203,2.729241805247172e-05,0.1524,,1564,,,8,staircaseramp1
6,1.140157759872152e-05,0.0063609578315785165,1.0000094152073465e-07,0.12385492262698539,3.149676305625243e-07,2.897172772382404e-06,2.917554709033793e-07,7.501056885337166e-07,0.3530736143452114,87303.9974608538,1472,2624.8696178610007,87303.9974608538,8,staircaseramp1
7,0.0002086775207767586,0.00036375333995026,2.4041377472475805e-05,3.588477853787339e-06,4.6345844337985993e-07,0.0045128026710712765,3.146741257066774e-07,0.000231428011747078,0.1524,,1472,,,8,staircaseramp1
8,0.0813108049183795,0.0020192726451799567,4.533865053938998,0.0079165650414887,2.185173284507534,0.03654726144130983,0.26389392159118685,0.01846580623779874,4.679772193136616,53550.41985585669,1150,2407.3001628030015,53550.41985585669,8,staircaseramp1
9,0.006149462275253474,0.0002802641531568099,0.17300750229983058,2.5462428575644687e-05,0.015832911769371575,1.216825486492451e-05,5.559039989632489e-05,5.363139996898469e-06,0.1524,,1150,,,8,staircaseramp1
10,0.027697821478223222,0.007739441063092456,35.21760593159501,0.00231890427392854,172.93824175288,0.025966823489233747,20.270979936389956,0.029106093428711205,107.58916328902212,53582.49271863304,1737,3314.0902727430002,53582.49271863304,8,staircaseramp1
