,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol,sweep
0,0.001684475071270817,0.08446316526917808,2.2114763311389545e-05,0.05119456670149032,0.12152739796512327,0.0268742554027734,0.008877720316276129,0.028798096995419423,0.1546503335519284,652.3532023963081,2260,4802.52981543,652.3532023963081,8,staircaseramp1,-1
1,0.0016834594743352913,0.08439809816068373,2.208006084703599e-05,0.05121355611335758,0.12134624724503233,0.026861275011236196,0.008864256456786086,0.028803631218003663,0.1546861904103974,653.2885854923288,1789,2328.0708161969997,653.2885854923288,6,staircaseramp1,-1
2,0.0016862569914134241,0.084445217036566,2.2064446497131752e-05,0.05122066181596728,0.12136764744061439,0.026862645561382438,0.008867052290860832,0.02880109807888825,0.15465328225368702,655.6513292032571,1542,3222.004622386,655.6513292032571,1,staircaseramp1,-1
3,0.0016851407534532255,0.08446093056876221,2.2073807560569485e-05,0.05121178337428321,0.12132317783241696,0.02688190340303954,0.008869075363718976,0.028788894646319407,0.15459428562327998,654.5817485618409,1906,3888.756977498999,654.5817485618409,9,staircaseramp1,-1
4,0.0016854819879108581,0.0844841210505078,2.2101724059505546e-05,0.05120489396436166,0.1214430235454222,0.026886786178778512,0.008871399170832088,0.028784469652275657,0.15465902397077058,654.1998107165189,2267,4125.772907942,654.1998107165189,5,staircaseramp1,-1
5,0.001686071107076064,0.08448548267694289,2.21201977607506e-05,0.05119425271364845,0.12147778038231025,0.026888947045446455,0.008874785038129092,0.028785818816699716,0.15466651166865625,656.7724070793325,1452,3297.115603211001,656.7724070793325,3,staircaseramp1,-1
6,0.0016847275557805457,0.08444565080170756,2.211511530960283e-05,0.051198354301611584,0.12141493747452921,0.026899623028543054,0.008869606646911634,0.028776956500565925,0.1546600176851493,653.2881247322584,1480,3272.490583007,653.2881247322584,7,staircaseramp1,-1
7,0.0016855122544691765,0.0844536880468679,2.2078660557065302e-05,0.05120855580227324,0.12118732507109414,0.026859428303771308,0.008855223501047029,0.028802222648432848,0.15459750132906258,653.9515121148207,2569,4939.757567107999,653.9515121148207,4,staircaseramp1,-1
8,0.0016880805324917775,0.08453641462725808,2.2067712612354214e-05,0.05121669531149072,0.12176427427022235,0.026915241030956574,0.008892337944078005,0.028749042716078987,0.1546766651821544,654.6967480747016,2761,6127.6819426189995,654.6967480747016,2,staircaseramp1,-1
9,0.0016861105863823693,0.08445501522674413,2.2103023415694824e-05,0.05119412912387506,0.1213720150098594,0.026880814103820858,0.008873455671507054,0.028796997649583524,0.15454533245513297,654.9818156744789,1385,2853.6634669470004,654.9818156744789,0,staircaseramp1,-1
10,0.0015660828874739983,0.07931176381626434,2.223124583535605e-05,0.0511713478997729,0.09597472767360313,0.023931693593177084,0.007051911681616471,0.031335983845413314,0.1548233187661737,718.9106048712504,1941,4747.613341737,718.9106048712504,8,sis,-1
11,0.0015663236197163114,0.07928680553849497,2.2168379764151233e-05,0.051201546976853696,0.09598731727963138,0.023935151203824816,0.007051930852696077,0.03131502181848526,0.15487028053954066,719.5676321347339,1631,3523.769798476,719.5676321347339,6,sis,-1
12,0.0015680955431360678,0.07931147067476217,2.217322368088657e-05,0.05120107694347403,0.09593364177301353,0.023936098023190026,0.007049007419053447,0.03131833351816715,0.1548461926673448,721.8140711582407,1630,3923.0564278809998,721.8140711582407,1,sis,-1
13,0.0015675631857957379,0.07933719490035837,2.215997836950187e-05,0.05119953999906358,0.09597258771508581,0.023948427943929505,0.007058412926826539,0.03130270715811558,0.15476086662428934,720.6057133660959,1771,3655.078807153999,720.6057133660959,9,sis,-1
14,0.0015674707656764444,0.07934623234304342,2.2216768388357782e-05,0.05118371115173219,0.09597442925608442,0.02395390789104158,0.007050085464646395,0.03130966741110274,0.15486423845566705,720.6326088615316,1663,3867.540669526,720.6326088615316,5,sis,-1
15,0.0015678681071893547,0.0793372882625301,2.220785304405641e-05,0.051181841009776734,0.0959875308231957,0.02394157726240595,0.007054268345381095,0.03131602463018402,0.15483520012120408,723.5634727214288,1284,2880.218237568999,723.5634727214288,3,sis,-1
16,0.0015669221457105668,0.07930732062186965,2.21888435267189e-05,0.05119153940840116,0.09598742814700789,0.023949849113989303,0.007054095429173311,0.03130235737677229,0.15483423807757207,719.8350690377442,1833,4005.063247614,719.8350690377442,7,sis,-1
17,0.0015680146688172372,0.07935470378534819,2.2206038875809544e-05,0.05118089520358931,0.09595889739365669,0.023951234725876305,0.007052866753507906,0.03131303993686031,0.15476665761492064,718.7755131200922,891,2012.4727310260005,718.7755131200922,4,sis,-1
18,0.0015683545048051106,0.07933833219301928,2.218870676608965e-05,0.051192304397645993,0.09595059481374052,0.023952226848079912,0.00704812824109098,0.031304343256776584,0.15485857950298448,722.2027601474914,1328,3364.882721632,722.2027601474914,2,sis,-1
19,0.001567550465871333,0.07929978341878428,2.220143617485867e-05,0.051178541517240154,0.09594018002428396,0.023934771604745924,0.0070546960309859396,0.03132898954277552,0.1547350658711424,721.370368361342,1534,3377.0057158570016,721.370368361342,0,sis,-1
20,0.0019697963710672752,0.05414177981379304,2.9803270875879557e-05,0.04872901045365021,0.09611908950968279,0.023102590883469904,0.0068523609542474355,0.031391619144219195,0.15789626733279613,2609.9285620505943,1488,5483.496546952001,2609.9285620505943,8,wangbrute3gstep,-1
21,0.001968668105824679,0.05415772544222581,2.9778377494913318e-05,0.048737294307470744,0.09611871410615677,0.023103395251620026,0.006851770558860957,0.03139431520809778,0.15789001776706632,2613.0465354120784,1482,5290.9424054480005,2613.0465354120784,6,wangbrute3gstep,-1
22,0.0019694152691642586,0.05417452799146937,2.9783677037596985e-05,0.048734209518725743,0.0960321828654359,0.023116206109732067,0.006842843163529883,0.0313945203250248,0.15787550075233872,2608.359374865038,2225,6844.306123904002,2608.359374865038,1,wangbrute3gstep,-1
