,a_a0_a,a_a0_b,b_a1_a,b_a1_b,k_f_a,a_1_a,a_1_b,b_a0_a,b_a0_b,a_a1_a,a_a1_b,k_b_a,b_1_a,b_1_b,g_Kr,RMSE,iterations,CPU_time,score,well,protocol
0,0.0219411238844912,0.011975636218124227,6.88346885008479e-05,0.04178985708817208,0.023682626808328375,0.09086881233650948,0.02339036305575253,0.04627681248912283,0.06259804737238724,0.01397747139720749,0.03829437381582306,0.037125401435688404,0.006498456703755942,0.032677519333971485,0.1524127367330697,173.3777061570569,1185,5498.316480887999,173.3777061570569,8,spacefill19
1,0.021939801006075618,0.011976654228406982,6.88352278226282e-05,0.04178980320984833,0.023683058102951123,0.09086908692353071,0.02339028054256116,0.04627888186358121,0.06259960883571952,0.013978697219748624,0.03829232963605922,0.037127350804622455,0.006498501238589832,0.03267743516946182,0.15241298881417364,173.3777069031735,963,4452.381442856001,173.3777069031735,8,spacefill19
2,0.022007799048790692,0.011925930948215313,6.882547564166682e-05,0.04179093196253363,0.023688739493300807,0.0908671178098784,0.023390384547530885,0.04638222295389261,0.06263761599978522,0.013949238724191834,0.03830068929506364,0.03709419408921253,0.006498346554187418,0.03267756964217761,0.15241298081772492,173.37775112805664,1024,4785.739478408001,173.37775112805664,8,spacefill19
3,0.02193957484287231,0.011977348154479673,6.883405989940747e-05,0.041789933713221906,0.023682183448326108,0.09086898979793118,0.023390319164493818,0.04627203495553613,0.06259882025002926,0.013977314629806606,0.03829433903504285,0.037124840578039525,0.006498489512628155,0.03267749918476112,0.1524127439064536,173.3777059134881,1090,5156.489816813,173.3777059134881,8,spacefill19
4,0.02193873101480296,0.01197996387271511,6.883530516204028e-05,0.041789817493129044,0.023681657682854254,0.09086894314335299,0.02339026946618743,0.046270388353010394,0.06260052527515625,0.013978180064293064,0.038291439471321284,0.03712427297113215,0.006498472033222723,0.03267748688954223,0.15241302647529667,173.37770614781687,1236,5826.724684803998,173.37770614781687,8,spacefill19
5,0.021942027906223866,0.011977573102176209,6.883276805668594e-05,0.04179009777283072,0.02368105581291642,0.0908688802046606,0.02339031612300756,0.046269324701809354,0.06260039904735876,0.013975434486603197,0.03829539140928225,0.037122284570620584,0.00649848894787343,0.032677490603503535,0.1524127087785355,173.37770561593453,1511,7133.277815165999,173.37770561593453,8,spacefill19
6,0.02193866702199015,0.011978957464440184,6.88344179995769e-05,0.04178987748331657,0.023681883602785527,0.09086863275750166,0.02339034735794859,0.046268075896619756,0.06259894171707994,0.01397691922309644,0.03829393469012063,0.037123794234889144,0.00649844100384063,0.032677581775877755,0.15241262447599224,173.37770643462366,1151,4959.534426937,173.37770643462366,8,spacefill19
7,0.021937774007007072,0.011977990883046203,6.883301931558693e-05,0.04179009349137832,0.023682255107152144,0.0908690630895676,0.023390338892894085,0.04626916743799015,0.06259864253930374,0.013977914565758753,0.03829454047670919,0.03712579093121305,0.006498494271040847,0.03267735811404956,0.15241297492422093,173.37770658303953,1411,6233.450439616,173.37770658303953,8,spacefill19
8,0.021938980706394894,0.011978776158302555,6.883498909765188e-05,0.04178980777790728,0.02368120267122743,0.09086917313276321,0.023390339807795795,0.04627354302179629,0.06259749890882589,0.013978056586089336,0.03829376055725839,0.03712370007436463,0.0064984829790482555,0.032677464401895236,0.15241295369841681,173.37770736376717,900,3942.7394841389996,173.37770736376717,8,spacefill19
9,0.021940125007244182,0.011976795089297814,6.883397471458953e-05,0.04178992360812429,0.023681586152486504,0.09086900742312344,0.023390341909324663,0.046270615537271895,0.06259939404156306,0.013976960361715649,0.03829559469278868,0.037124668922041866,0.006498484687535039,0.0326775649048017,0.15241270240220944,173.37770585372968,1207,5366.518642091001,173.37770585372968,8,spacefill19
10,0.021940380555293983,0.011976209962074925,6.883337870205415e-05,0.04179002735862595,0.023682307558328355,0.09086879810383602,0.02339031539275109,0.046268016291304774,0.06260105768545837,0.013976744776029846,0.038294649501897524,0.03712586858917125,0.0064984642242002675,0.03267755329746188,0.15241288249519647,173.37770688923524,930,4150.116255426001,173.37770688923524,8,spacefill19
11,0.02193795177265597,0.011979846513755037,6.883532595584176e-05,0.0417897671559748,0.023681579170176617,0.09086864056638673,0.02339035107655482,0.04626523669207716,0.06259971168457001,0.013978147251971558,0.038293210581229656,0.03712640945779983,0.00649844658588996,0.03267757297351173,0.15241268919516404,173.37770636820753,1187,5604.526866602002,173.37770636820753,8,spacefill19
12,0.021948413013747333,0.01197378979316779,6.882801183274224e-05,0.04179062887926475,0.023676840200933354,0.09086871699623034,0.02339047108148917,0.04625537983071628,0.06260510728116726,0.01397180391824514,0.03830496733644707,0.037121949938668145,0.006498463560173297,0.0326774506197251,0.15241263186056794,173.37771259335832,1164,5399.267961134,173.37771259335832,8,spacefill19
13,0.021940370493942,0.011976520897261624,6.883376008545753e-05,0.041789969612026856,0.02368213843475967,0.09086871473110711,0.023390331355502968,0.04627061082633059,0.06259963444496039,0.013977044729488838,0.03829471065877573,0.037125234445319295,0.006498471599486287,0.032677524017095116,0.15241264923253015,173.37770631396407,1128,5217.889821658,173.37770631396407,8,spacefill19
14,0.021942640641231928,0.011971457904667129,6.883512921906129e-05,0.041789793895236044,0.02368485854382035,0.09086887739920664,0.023390278749718326,0.04629162565698105,0.06259420524313035,0.01397946774977087,0.03829270868077855,0.037129615734239424,0.006498494740087195,0.03267750909944174,0.1524124986500253,173.3777077268503,980,4606.535103591999,173.3777077268503,8,spacefill19
15,0.021941054000750197,0.011978532874694262,6.883422578689791e-05,0.041789914115222565,0.023680455508709872,0.09086906586489307,0.023390297403045393,0.04627220857897803,0.06260110131412382,0.013977334013198617,0.03829383361304073,0.03712287926304472,0.00649848786628307,0.03267750166962215,0.15241278544019685,173.3777070581121,1065,5035.602795558001,173.3777070581121,8,spacefill19
16,0.021939436428875282,0.011977970107388266,6.883486820837584e-05,0.04178981744960136,0.02368107646397649,0.09086894660839175,0.0233903784645659,0.04626868025932108,0.06259938491956622,0.013977567677672546,0.038295454059387043,0.03712471787707917,0.006498459197457336,0.032677550470372733,0.15241270498319986,173.37770611773408,1492,7046.336778393001,173.37770611773408,8,spacefill19
17,0.02194310366197687,0.011973792155052662,6.883524774101654e-05,0.04178980635839178,0.02368435962993255,0.0908685704344484,0.02339028044381934,0.04627928366908543,0.0626028327166209,0.01397637739846636,0.038291667850290714,0.037125153135774296,0.00649843663009136,0.03267757722667094,0.15241303841420142,173.37770776389837,1007,4723.403505015001,173.37770776389837,8,spacefill19
18,0.02194103348508918,0.01197088261381861,6.883632933233333e-05,0.0417896916627099,0.023686415669075093,0.09086888782011751,0.023390246322448984,0.046295770900057265,0.062592151490005,0.013980066594032342,0.03829065527163655,0.03712841153925021,0.006498434319584222,0.03267764014230496,0.1524129644595352,173.37770849465008,1214,5638.307934055,173.37770849465008,8,spacefill19
19,0.021938584893139823,0.011976364006816342,6.883444540538743e-05,0.04178989901883929,0.02368246368690633,0.0908686775369876,0.02339039156694852,0.046274021819306684,0.0625979935831513,0.013978505037368822,0.03829477314178127,0.037125608224140856,0.006498454421397881,0.03267753915365006,0.1524124775748937,173.37770663419985,1335,6233.871704540999,173.37770663419985,8,spacefill19
20,0.021937994739522428,0.011978785187766657,6.883394626208996e-05,0.04178992414725004,0.02368206003466141,0.09086894709946859,0.02339034148792075,0.04626182993638526,0.0626009394429343,0.013976866011537544,0.03829506703333766,0.03712558550269866,0.006498488629975239,0.03267749221782762,0.15241262582409745,173.37770714091457,1008,4732.175026137998,173.37770714091457,8,spacefill19
21,0.02193968415485834,0.011976574639874085,6.883351006206765e-05,0.04178998776033792,0.02368249416238839,0.09086859233054011,0.02339034714665746,0.04626861275024588,0.06260056146676611,0.013977080100213998,0.0382949718831329,0.03712551164249052,0.0064984554267753045,0.03267756486077367,0.15241245348799431,173.37770722793218,964,4536.927205684999,173.37770722793218,8,spacefill19
22,0.02193819461021596,0.011979566084230063,6.883594416030895e-05,0.041789700458763616,0.023681757561389936,0.09086890472582183,0.02339032419043829,0.046267028714736494,0.06259975042544846,0.013978764857646039,0.038292142906478414,0.037126400233599886,0.006498441157207569,0.0326776691785854,0.15241274743264258,173.37770717834698,927,4377.938519152998,173.37770717834698,8,spacefill19
23,0.022076323542611662,0.011878179174407033,6.88231876483649e-05,0.04179126222760047,0.023694699218501224,0.09086688243425767,0.02339015836438883,0.04652433700998611,0.0626793441011606,0.013925891378787735,0.038296536663903855,0.03705656042444939,0.006498329925349262,0.03267763259494079,0.15241399582538018,173.3778685343938,1396,6620.305320959,173.3778685343938,8,spacefill19
24,0.02193869912207116,0.011977783185108691,6.883572646209843e-05,0.0417897390812061,0.02368255642503945,0.09086858431442513,0.023390366040940302,0.04627747851465306,0.06259650070618765,0.013978136968566474,0.03829266736029189,0.03712345301671217,0.006498440412232391,0.03267749802910183,0.15241286705905457,173.37770686632288,1329,5720.956617856,173.37770686632288,8,spacefill19
25,0.022450080485970397,0.011526739186638482,6.885337701520855e-05,0.04178672785866548,0.024413471721056252,0.09086121265517211,0.023420404031027926,0.04736296670429068,0.06342875759587252,0.0136488364579469,0.03786833594078806,0.03783345740810174,0.006500370316299855,0.03266053919416521,0.15240104258990472,138.0135008416443,1124,3312.258976488999,138.0135008416443,7,staircaseramp1
26,0.022456270194000812,0.01131947361401676,6.878199806927186e-05,0.04179373824687362,0.024135176568061106,0.0908745357959926,0.023422612029179935,0.047159563400001506,0.06322127080839413,0.01368298788848155,0.038370859288838224,0.03752141498153387,0.0065014716836860635,0.03265897880826438,0.15239536161816228,138.0137038801323,1305,3756.1259533560005,138.0137038801323,7,staircaseramp1
27,0.02227187958146479,0.011632960929853728,6.887697292330328e-05,0.04178391865587486,0.024387928975241568,0.0908629420601966,0.023420374932302427,0.047127040642533626,0.06330300789197295,0.01373985885031787,0.03787560891646732,0.03793865556893858,0.0065004815601605315,0.032660430546024015,0.15240047200414675,138.01354828219525,1360,3982.5391702179986,138.01354828219525,7,staircaseramp1
28,0.022428002244503004,0.011541290662873144,6.885331175593228e-05,0.04178673469860383,0.024429223817834297,0.09086088852980113,0.023420390745574084,0.04732514760339679,0.06342243089246513,0.013656692728460871,0.03785581061029049,0.0378814056430358,0.006500368645601172,0.03266065065379125,0.15240042477956628,138.0135050157168,1153,3428.427997007002,138.0135050157168,7,staircaseramp1
29,0.022622111691338924,0.011391926652010765,6.883600033138549e-05,0.041788651792061246,0.02439850831670396,0.09086143533466906,0.023420360440499815,0.047637877917779445,0.06353879434345731,0.01358455562765399,0.0379041988728531,0.0376885581517622,0.006500433632053413,0.03266066032389774,0.15240056892995585,138.01349009880937,1318,3900.174982690998,138.01349009880937,7,staircaseramp1
30,0.022543829522811636,0.01146174644164616,6.884189820645538e-05,0.041788081963846035,0.024431369827376183,0.09085977732284009,0.023420222925165417,0.0475031187935821,0.06350399125586396,0.01360765310592973,0.03786028181259023,0.037795724663818475,0.006500301074683692,0.03266081841968767,0.15240070873404268,138.01349209269407,1201,3408.087988065,138.01349209269407,7,staircaseramp1
31,0.022301991481211897,0.011556460814273127,6.885535414235065e-05,0.041786022787787896,0.02429781283210409,0.09086700934943942,0.02342112489101291,0.04712187433345584,0.06325467224941604,0.013739467740516995,0.03802696590412539,0.03780617802413083,0.006500822000491193,0.032659842041441005,0.15239884624945738,138.01356671270318,1695,4940.1360223950005,138.01356671270318,7,staircaseramp1
32,0.02239451702840015,0.01158180546812989,6.886212832107462e-05,0.04178582736651268,0.02445102513044347,0.09086024163533014,0.023420244627886704,0.04728972641590697,0.0634146836552693,0.013666063566467643,0.03781409782654081,0.037925042468359746,0.006500310857088906,0.03266071841015773,0.1524008646098322,138.01351299160197,1006,3095.0656216940006,138.01351299160197,7,staircaseramp1
33,0.022656102780019366,0.011366611931426811,6.883476205425306e-05,0.04178878244196918,0.024389791078886214,0.09086105108270076,0.023420295245535256,0.04769486406504335,0.06355669062856668,0.01357145248455974,0.037914959468183615,0.03764462601719972,0.006500386511309813,0.0326607665869539,0.152400991825368,138.01349148052896,1006,3101.127781872001,138.01349148052896,7,staircaseramp1
