,model_class,dataset_index,fix_param,protocol,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,score,well
0,Beattie,0,8,staircaseramp1,0.00022586958513971632,0.06987219373872147,3.4563971081039244e-05,0.05457117778534307,0.08740779479002338,0.008955589013265212,0.005158170140513746,0.031547067853131154,0.1524,0.030000270525426757,0
1,Beattie,0,8,staircaseramp1,0.00022408497303796652,0.06566561330331898,3.267867479012802e-05,0.05570538935945417,0.08926547851016889,0.00874045240804476,0.004435503443804685,0.030417057804929714,0.1812351643264147,0.0314331184546873,0
2,Beattie,0,8,staircaseramp1,0.00022093206427004755,0.062421619878749564,3.0988571098144e-05,0.05671250233643081,0.09134898531027302,0.008632961658193104,0.0038296099604876862,0.02940691930009003,0.21552614690565972,0.03432054176330179,0
3,Beattie,0,8,staircaseramp1,0.00021755536035212452,0.06005303024033856,2.9597987882488874e-05,0.05758855275567009,0.09334373821232585,0.008607005397485457,0.0033028576676028738,0.028538193362511916,0.2563052273693322,0.037383616335205504,0
4,Beattie,0,8,staircaseramp1,0.00021456651017922592,0.058351049105880404,2.8499056429977223e-05,0.05834198547592703,0.0950787991463843,0.008630328820045613,0.0028380221110110605,0.02780961281909065,0.3048,0.040143413441505925,0
5,Beattie,0,8,staircaseramp1,0.0002121161737599486,0.05711998071789002,2.763765605151817e-05,0.05898568503517259,0.0964418063729702,0.008660115620400376,0.0024265750904532064,0.027222985014959587,0.3624703286528294,0.04248009541460637,0
6,Beattie,0,8,staircaseramp1,0.0002101020319129384,0.056193046242005266,2.696620214993049e-05,0.059528568253024515,0.09749076031355827,0.008679242085836944,0.002066581656123148,0.026760408838552716,0.43105229381131943,0.04440734910309434,0
7,Beattie,0,8,staircaseramp1,0.00020844467164303214,0.055465846286602685,2.643394978984255e-05,0.05998498773648434,0.09826217776931008,0.008675734190523194,0.0017542743820102087,0.026404167388707905,0.5126104547386644,0.04598072509653755,0
8,Beattie,0,8,staircaseramp1,0.0002070526970071678,0.05487533245415445,2.6008632290413108e-05,0.0603679651172772,0.09880385519864336,0.008649873913731343,0.001485323715369972,0.02613584628362995,0.6096,0.047261943464535786,0
9,Beattie,0,8,staircaseramp1,0.00022518919351901604,0.0745271849974834,3.6222130077682004e-05,0.053433298428788016,0.08617696746860624,0.009286884613294176,0.005999847106317078,0.032642381274452174,0.1294655974387777,0.03196583288343706,0
10,Beattie,0,8,staircaseramp1,0.00022169381305702952,0.07964965462514853,3.731931094365768e-05,0.05225949671381405,0.08543488787516154,0.009799712127252709,0.007137134435407956,0.033721305259670424,0.10870874072059561,0.03915931358780895,0
11,Beattie,0,8,staircaseramp1,0.00021664840949137216,0.0840932285117819,3.7195196899628904e-05,0.051280990200917885,0.08493355140400434,0.010466196962478235,0.008564679951999696,0.03462048759980027,0.09127977271835509,0.05089852227351263,0
12,Beattie,0,8,staircaseramp1,0.0002116137883352191,0.08747342964212984,3.565042624449008e-05,0.050603774401949936,0.08414378397215934,0.011276919116008186,0.010306824296636579,0.03534838910888712,0.07664514235271616,0.06538444592232176,0
13,Beattie,0,8,staircaseramp1,0.00020720891362593265,0.08987132028021357,3.269408009247726e-05,0.05030781755674784,0.08300233073368266,0.01226251243033521,0.012433188530765306,0.03592945812142759,0.06435684129488249,0.08119122488626099,0
14,Beattie,0,8,staircaseramp1,0.00020325627516069078,0.09153866935446087,2.8444053270345916e-05,0.050479346679108424,0.08156663451791318,0.013502032521817229,0.01505626240200746,0.03635436150073247,0.05403868913693675,0.09748299558393826,0
15,Beattie,0,8,staircaseramp1,0.00019933197596128194,0.09268213727048814,2.3078657940141356e-05,0.05126509960109972,0.080038649929987,0.015139138102148465,0.018377593520861307,0.036540933544792806,0.045374817422412735,0.11383073809213576,0
16,Beattie,0,8,staircaseramp1,0.0001947531122767217,0.0934765993464026,1.6884094586061842e-05,0.05294185400197162,0.07886995805109037,0.017464198529210273,0.022797006107465583,0.03627086063020684,0.0381,0.13004648050726667,0
17,Beattie,0,8,sis,0.00022608251701328435,0.0698619628792291,3.456096264624218e-05,0.054586614001582844,0.08732432026413547,0.008930000893135554,0.0051546452558720686,0.03156863167308079,0.1524,0.0299857049489256,0
18,Beattie,0,8,sis,0.00022085225968104872,0.06666930932719321,3.3314490040253696e-05,0.05563564074632479,0.08812007505004257,0.009110763914634426,0.004506434971294017,0.03017375354558194,0.1812351643264147,0.031771653182249934,0
19,Beattie,0,8,sis,0.0002158396861688405,0.06403946400846901,3.213910075759758e-05,0.05657957965344306,0.08859498985279744,0.009300716090246762,0.0039180185382751654,0.02895472572273641,0.21552614690565972,0.035381104398125134,0
20,Beattie,0,8,sis,0.0002112256214569649,0.06201032344881121,3.1142741307139515e-05,0.05739813088354418,0.08900444143979956,0.009465648875531888,0.0033911214901726494,0.027933572155054077,0.2563052273693322,0.03918335181661634,0
21,Beattie,0,8,sis,0.000207169984653113,0.060459354722039,3.033932711385895e-05,0.05809292332384651,0.08942590621742369,0.009590955461804487,0.002924005646896891,0.02710172416274623,0.3048,0.042576601185602234,0
22,Beattie,0,8,sis,0.00020369912021300584,0.05926319869351186,2.969993381275694e-05,0.058677452242079854,0.08988015708251179,0.00966873039903754,0.0025135855768261667,0.026438180794267845,0.3624703286528294,0.04543566508048801,0
23,Beattie,0,8,sis,0.00020075334585361695,0.058302059630290094,2.9192244899942235e-05,0.05916460800425966,0.0903480609490895,0.009708637411118081,0.002155498509145103,0.025909512258938526,0.43105229381131943,0.04779794848718011,0
24,Beattie,0,8,sis,0.00019818580638106495,0.05751269897033084,2.878786611965573e-05,0.05957040973599219,0.09080622200069759,0.009718638376747248,0.001844636462365555,0.02548990271472362,0.5126104547386644,0.04974073003060365,0
25,Beattie,0,8,sis,0.00019604207272347037,0.056854033853417,2.8452332485615623e-05,0.05991235921832477,0.09124660286519627,0.009706437907270977,0.0015753685055421133,0.025156787817282394,0.6096,0.05134036422500279,0
26,Beattie,0,8,sis,0.00023127285228334373,0.07320244201927575,3.556202848442301e-05,0.05355905542590831,0.08595980461995258,0.008807610494151647,0.005813861799653014,0.032986832069361816,0.1294655974387777,0.032263639708399856,0
27,Beattie,0,8,sis,0.000237303354754015,0.07693794556328731,3.6084861814598244e-05,0.05251292205895855,0.08354578970371689,0.008762581183960337,0.0065645436400557314,0.03454682959759042,0.10870874072059561,0.04019674993005317,0
28,Beattie,0,8,sis,0.00024339463933136047,0.08075335970242303,3.574024723657023e-05,0.05161699979449588,0.08006905338239168,0.00883138888015548,0.007358302603490608,0.03610583539411239,0.09127977271835509,0.052650390312047525,0
29,Beattie,0,8,sis,0.00024843610610870027,0.08460116213293963,3.442518710845445e-05,0.05092848516063823,0.07567508364473517,0.00900504452040313,0.008206702200238336,0.03769514797684241,0.07664514235271616,0.06787011000115588,0
30,Beattie,0,8,sis,0.0002514086355425611,0.08832596216119434,3.2129931474077595e-05,0.05049742781068404,0.07061783400172887,0.009268706256130209,0.009132340605338142,0.03937977416420432,0.06435684129488249,0.08464703396014565,0
31,Beattie,0,8,sis,0.000251709629009762,0.09171662314522712,2.8838177283130288e-05,0.050403660661714395,0.0652753102691028,0.009578623470624104,0.010181586116650085,0.04125795961045507,0.05403868913693675,0.10227428654306878,0
32,Beattie,0,8,sis,0.0002496146810336097,0.09459584277996645,2.451619779298673e-05,0.05078523315539038,0.06000519507423864,0.00990028116240013,0.01142655585218435,0.043405203883789066,0.045374817422412735,0.12034359024653841,0
33,Beattie,0,8,sis,0.00024507224750684557,0.09700637064877067,1.9262580313322626e-05,0.05185579979470328,0.05504272781368216,0.0102389777876514,0.012968768049375237,0.04586837543825577,0.0381,0.13862472773629214,0
34,Beattie,0,8,spacefill19,0.00022623261254275871,0.06988596649603115,3.451594053591256e-05,0.05459295101074276,0.08726725175273502,0.008913482621544086,0.005147667695394253,0.03158514082714792,0.1524,0.02990635737370302,0
35,Beattie,0,8,spacefill19,0.00022518829342762145,0.0695973296933053,3.09712920311359e-05,0.05639782326596929,0.09059011908641425,0.008838621613915857,0.004612294948536485,0.02961041818267168,0.1812351643264147,0.036023102830096555,0
36,Beattie,0,8,spacefill19,0.00022472909869964154,0.06962401946695025,2.8139516106756025e-05,0.05794921837295634,0.09272860490162631,0.008869785727251448,0.004027896677881608,0.02798932047085877,0.21552614690565972,0.046673131952732705,0
37,Beattie,0,8,spacefill19,0.0002253971299615843,0.06972224631708336,2.6192705752323074e-05,0.05915495676214506,0.09402736992041655,0.008943730210680028,0.003457789450128057,0.02673490145994731,0.2563052273693322,0.056563091031343604,0
38,Beattie,0,8,spacefill19,0.0002269179817370153,0.06979537264387073,2.4905368856212575e-05,0.06006258732370167,0.09487886542726005,0.00900997262761448,0.0029417657893499997,0.025785902339727045,0.3048,0.06480805487026527,0
39,Beattie,0,8,spacefill19,0.00022871587816698167,0.06984034933350457,2.4042526988563788e-05,0.06074738413477585,0.0955134505664033,0.009051788686365013,0.0024918491257505003,0.025066031147211766,0.3624703286528294,0.07154039798742111,0
40,Beattie,0,8,spacefill19,0.00023057931785900275,0.06985965393909695,2.3441218669819795e-05,0.06127365623423234,0.09603678730807959,0.00906892265860666,0.002106256099157487,0.024513577928153712,0.43105229381131943,0.07703648815546571,0
41,Beattie,0,8,spacefill19,0.00023226677332923267,0.06987385120414188,2.299285512795414e-05,0.061688782392269235,0.09652723183742087,0.00906550546535066,0.0017788215728846302,0.024082678243513192,0.5126104547386644,0.08154341725816387,0
42,Beattie,0,8,spacefill19,0.00023361104189200194,0.06989211888667972,2.264683525883426e-05,0.06202288784373467,0.09696409329346999,0.009049254584717862,0.001501325365663098,0.023742908341170814,0.6096,0.08525719270754144,0
43,Beattie,0,8,spacefill19,0.00022587520879102524,0.07078088109324929,3.768127467321214e-05,0.05290105809742296,0.08314011255316552,0.009089362833261502,0.005570630190046536,0.03365313501662713,0.1294655974387777,0.037844380006568645,0
44,Beattie,0,8,spacefill19,0.00022174276753053848,0.0726671762586093,3.964228870607338e-05,0.05137944644083729,0.07814479013013692,0.009331704775926883,0.005960924953691756,0.03592067848166989,0.10870874072059561,0.05988846530244683,0
45,Beattie,0,8,spacefill19,0.00021232892883737766,0.07556490929044563,3.9266572181082496e-05,0.05033904665344143,0.07308505343452264,0.009556189228236874,0.006354529538223442,0.038123277800456115,0.09127977271835509,0.08858980731373656,0
46,Beattie,0,8,spacefill19,0.00019738882573981455,0.07937021997342579,3.635980394662148e-05,0.04987785808194904,0.06822179481218887,0.009733464172386543,0.006809964543308007,0.040269979282798206,0.07664514235271616,0.12018956471818856,0
47,Beattie,0,8,spacefill19,0.00017749504951370906,0.08389412592232008,3.126633602762377e-05,0.05007690594610968,0.06358390941014136,0.009874713264965161,0.00736014035605675,0.04246231277367458,0.06435684129488249,0.15289349437540434,0
48,Beattie,0,8,spacefill19,0.00015193335547956588,0.08920393265065726,2.4740849687310454e-05,0.051028048958852254,0.05909308927405834,0.010011954171859355,0.008019090437829703,0.04483968960440345,0.05403868913693675,0.18571152539357205,0
49,Beattie,0,8,spacefill19,0.00012037510131162028,0.09572003735726382,1.7881407380893434e-05,0.05279813676897962,0.05470874786540638,0.010167047361437424,0.008805569247228124,0.04757638475013197,0.045374817422412735,0.21806363851958585,0
50,Beattie,0,8,spacefill19,9.023817558777548e-05,0.10308499781475096,1.1852778890186529e-05,0.055349566791384634,0.05032861770874141,0.010388216362185192,0.009740618896545228,0.050833272783317895,0.0381,0.24962813010965124,0
51,Beattie,0,8,hhbrute3gstep,0.00022571607950827574,0.06994979726876549,3.443158560674651e-05,0.054610967705063865,0.08731133308245288,0.00890390219951756,0.005148392750169099,0.031590397758547197,0.1524,0.029977895039149955,0
52,Beattie,0,8,hhbrute3gstep,0.00022601159835740367,0.069138593164761,3.3077481812989966e-05,0.05588138762248,0.0882110230931905,0.009194532307975877,0.004379218421536343,0.030143736621695724,0.1812351643264147,0.03389329173265819,0
53,Beattie,0,8,hhbrute3gstep,0.00022617032193222302,0.0685468482952853,3.1864580773586366e-05,0.057012469173078735,0.08876087338902636,0.009551090925815625,0.003703068233490281,0.028892476879490984,0.21552614690565972,0.04106369255361806,0
54,Beattie,0,8,hhbrute3gstep,0.00022629773509401976,0.0680666807001059,3.091605225787858e-05,0.057957852192648186,0.08928828449926908,0.009896987098310894,0.0031248304018655793,0.027890329876884865,0.2563052273693322,0.04779403971767435,0
55,Beattie,0,8,hhbrute3gstep,0.00022646834710710753,0.06762654859248103,3.020803573210031e-05,0.05872701647952744,0.08995023737891303,0.010183875097080406,0.002638945160926538,0.027114934846291357,0.3048,0.05328311629586494,0
56,Beattie,0,8,hhbrute3gstep,0.00022672883343289717,0.06719901506946058,2.9682008493144303e-05,0.05934925735230446,0.09075815717231123,0.01040373337270265,0.0022323078896545217,0.026516408058122207,0.3624703286528294,0.057617734430944534,0
57,Beattie,0,8,hhbrute3gstep,0.0002270523729708564,0.0667821755396706,2.927894777807322e-05,0.05985579858663653,0.09168412425809863,0.010566181178004758,0.0018915284858525363,0.02604683187164067,0.43105229381131943,0.061041788690421164,0
58,Beattie,0,8,hhbrute3gstep,0.00022745761741963284,0.06637789384963153,2.89594932883439e-05,0.060272105693663224,0.09267043954653759,0.010684714918834833,0.0016044630909581301,0.02567271139141169,0.5126104547386644,0.06377458409120455,0
59,Beattie,0,8,hhbrute3gstep,0.0002279081277387351,0.06599744922306602,2.8703632057490347e-05,0.0606151865272004,0.09366647330533066,0.010769549206006973,0.001361715749725639,0.025369049451084036,0.6096,0.06598272710950083,0
60,Beattie,0,8,hhbrute3gstep,0.00022516124233575615,0.07098829938851912,3.5578849747537286e-05,0.053379187660345245,0.08586166474985873,0.008752653631086453,0.005956756101248842,0.033001623263038814,0.1294655974387777,0.03508666261659514,0
61,Beattie,0,8,hhbrute3gstep,0.0002239313247264622,0.07241808868030021,3.640507906750093e-05,0.05211836592363368,0.08345890090869856,0.00875601356799488,0.006928043459724777,0.03442103043379333,0.10870874072059561,0.0502690277366761,0
62,Beattie,0,8,hhbrute3gstep,0.00022144774916506418,0.07419320844314674,3.669956718479129e-05,0.05097556506441334,0.08006907120650476,0.008954356408956273,0.00802807812313099,0.035680003178554284,0.09127977271835509,0.0706924102659835,0
63,Beattie,0,8,hhbrute3gstep,0.00021711190800892594,0.07634824125133712,3.651022166544367e-05,0.04996239003054733,0.0755692223048618,0.009402040361753862,0.009255303034752306,0.03681267030385445,0.07664514235271616,0.09310651148940287,0
64,Beattie,0,8,hhbrute3gstep,0.0002104127128575297,0.07899068820660214,3.5886598635962593e-05,0.049086197137744904,0.06998794966958376,0.010155762069507067,0.010595120091810633,0.03794457709993008,0.06435684129488249,0.11594826824870981,0
65,Beattie,0,8,hhbrute3gstep,0.00020127665234014486,0.08226183972485421,3.479995409519767e-05,0.04837321263016073,0.06345717896896262,0.011284986661931952,0.012014866031691806,0.039285143309086376,0.05403868913693675,0.13852958310641175,0
66,Beattie,0,8,hhbrute3gstep,0.00019025726479305613,0.08635168773312175,3.300814952400736e-05,0.04791081102364072,0.05643434649707139,0.012792988602285102,0.013513217147883581,0.041219484210369445,0.045374817422412735,0.16069034697391688,0
67,Beattie,0,8,hhbrute3gstep,0.0001788404792641977,0.09151375246453207,2.9924558589824203e-05,0.04790885036294881,0.049581081144588535,0.014601780551500252,0.015096233112105985,0.04445848988466741,0.0381,0.18268987284165428,0
68,Beattie,0,8,wangbrute3gstep,0.0002260902214644816,0.0698821670299852,3.442923828669083e-05,0.054614203023907654,0.08727718567612179,0.008898981241506504,0.005150874581254972,0.03157924792782753,0.1524,0.029994897824013992,0
69,Beattie,0,8,wangbrute3gstep,0.00027104364322044614,0.0654451795186555,3.4926688013289e-05,0.055383587722811364,0.08780304629314564,0.008954626026691646,0.004443075925375428,0.030055852032874534,0.1812351643264147,0.03572240279517497,0
70,Beattie,0,8,wangbrute3gstep,0.0003041250626369445,0.06260771600355092,3.4784325742497935e-05,0.05619569589126438,0.08823562498790825,0.009146334638981726,0.0037944472484542735,0.028747375705526983,0.21552614690565972,0.045732766368219435,0
71,Beattie,0,8,wangbrute3gstep,0.0003277599159180811,0.060773547028007156,3.442436686247136e-05,0.05694362374628148,0.08886745613131916,0.009399689332371309,0.0032256310357682326,0.02768370756086559,0.2563052273693322,0.054894996321194316,0
72,Beattie,0,8,wangbrute3gstep,0.0003448682132955535,0.05951901518231891,3.4068884242381423e-05,0.05758166661904533,0.08981375612675095,0.009649774886019988,0.0027419170902020043,0.026837896557051807,0.3048,0.06230343874442557,0
73,Beattie,0,8,wangbrute3gstep,0.00035749855705563256,0.05860684422657049,3.3772544012869876e-05,0.058111110121209925,0.09103899379149656,0.009863831435346833,0.002334639161654273,0.026165858795394348,0.3624703286528294,0.06814409942465442,0
74,Beattie,0,8,wangbrute3gstep,0.0003671418197100606,0.05789939198956559,3.3530385465547765e-05,0.05854812231836139,0.09246472586453745,0.010035030608777168,0.00199164193461586,0.025622960978583537,0.43105229381131943,0.0727652731788241,0
75,Beattie,0,8,wangbrute3gstep,0.0003745539665667751,0.05733808916295347,3.333031486558915e-05,0.0589092573272575,0.09397787843752511,0.010167794631483068,0.001700736067773165,0.02517809068749082,0.5126104547386644,0.07646595430935334,0
76,Beattie,0,8,wangbrute3gstep,0.0003803977164757693,0.056876149503668184,3.3150991519025324e-05,0.05921171903014678,0.09551203672194515,0.01026776782622452,0.0014528483005900308,0.02480934753873071,0.6096,0.07946872630709832,0
77,Beattie,0,8,wangbrute3gstep,0.00017504163486962973,0.07596444486094511,3.306481139397751e-05,0.05403200742806668,0.08636593000730347,0.008997895374137359,0.00585605851765987,0.033131392201924244,0.1294655974387777,0.03731677528744725,0
78,Beattie,0,8,wangbrute3gstep,0.00012282298995876695,0.08405413501854819,3.075934134588121e-05,0.0535960188902898,0.08453636906634554,0.009234335746394698,0.0066571023521604464,0.034837391031134056,0.10870874072059561,0.05799249032756433,0
79,Beattie,0,8,wangbrute3gstep,8.783930584661383e-05,0.09147315629531945,2.7948618366519503e-05,0.05335480723542573,0.08137760799189882,0.009542615934929681,0.007519597451853161,0.03655145277406757,0.09127977271835509,0.08525475133696979,0
80,Beattie,0,8,wangbrute3gstep,6.949006735553647e-05,0.09654355006812108,2.4815031407776264e-05,0.05334991866291485,0.07680316302591328,0.009919236653938101,0.008467293985079902,0.03829022126777273,0.07664514235271616,0.11536531675355374,0
81,Beattie,0,8,wangbrute3gstep,6.000774323601355e-05,0.09957441057820578,2.147259808583225e-05,0.05362057116520848,0.07105008807898124,0.010437538190890926,0.009504231818885536,0.040202103514752716,0.06435684129488249,0.1463149784548004,0
82,Beattie,0,8,wangbrute3gstep,5.4673529086326776e-05,0.1012669669079905,1.7923078784451376e-05,0.05425432000045278,0.06440537959208459,0.01117346254784535,0.01056893627693199,0.04268999973772514,0.05403868913693675,0.1770240272302131,0
83,Beattie,0,8,wangbrute3gstep,5.1158163242587315e-05,0.10223031853353327,1.3948412478757204e-05,0.055530391823138826,0.057342609535960126,0.012117781644110079,0.011412831660709057,0.04681328854701996,0.045374817422412735,0.20706460367060595,0
84,Beattie,0,8,wangbrute3gstep,4.7428432538715715e-05,0.10384147248656744,9.248495529714365e-06,0.05819480233424644,0.05091022634878375,0.013101065574182873,0.010353102930704064,0.057760335001102205,0.0381,0.23645373098668246,0
85,Beattie,1,8,staircaseramp1,0.00022632356022994938,0.06985774953355808,3.449555892480908e-05,0.054598557725231436,0.0873297794486375,0.008904556719099763,0.005150268659446501,0.03159752759187762,0.1524,0.029922325334483357,1
86,Beattie,1,8,staircaseramp1,0.00022451124372354725,0.06565379158494429,3.26061799687008e-05,0.05573552708078565,0.08917863138835323,0.008692306976862518,0.004428239860089997,0.030464051671880467,0.1812351643264147,0.03136738856177211,1
87,Beattie,1,8,staircaseramp1,0.00022135658708264438,0.06241038216554302,3.091908678982058e-05,0.056743390082977116,0.09126245563771283,0.008590496148183701,0.0038233058562962205,0.029449054299872286,0.21552614690565972,0.03426883474610031,1
88,Beattie,1,8,staircaseramp1,0.00021796824208634072,0.06004322306608341,2.952844616212898e-05,0.05762100083013163,0.09327721514964972,0.008570681175482047,0.0032981244214608033,0.028574478867297106,0.2563052273693322,0.0373425360012703,1
89,Beattie,1,8,staircaseramp1,0.00021496397063477019,0.05834847879445866,2.8427713222733274e-05,0.05837648120740378,0.09497982317407129,0.008593461464708739,0.002832893191655234,0.027846740607562835,0.3048,0.04010939762025939,1
90,Beattie,1,8,staircaseramp1,0.00021250671762774496,0.05711434678297446,2.7570589268981702e-05,0.0590193337918169,0.09637109494298433,0.008628595042685632,0.002422910041109021,0.027255227897994824,0.3624703286528294,0.04245059487339987,1
91,Beattie,1,8,staircaseramp1,0.00021049919230801855,0.05618802208993155,2.690031444328763e-05,0.059562422276825684,0.09741017243473152,0.008649872834079732,0.0020631988396961434,0.026791137845386188,0.43105229381131943,0.04438074443605197,1
92,Beattie,1,8,staircaseramp1,0.0002088377696014602,0.05546064208155887,2.6370559230097973e-05,0.06001879492565966,0.09813936708146173,0.008642547115599454,0.0017506542175363194,0.02643858622863549,0.5126104547386644,0.045956028947014047,1
93,Beattie,1,8,staircaseramp1,0.00020744247670865734,0.05487211967804023,2.594797569570917e-05,0.06040103791406663,0.0987118048883841,0.008621921287406685,0.001482672154146263,0.026166473641819867,0.6096,0.04723855900590675,1
94,Beattie,1,8,staircaseramp1,0.00022566532248542048,0.07450895146530329,3.615790681913297e-05,0.053458016648675055,0.08609753729356451,0.009233552963139727,0.0059906839344362715,0.032694996306040065,0.1294655974387777,0.03188879315861055,1
95,Beattie,1,8,staircaseramp1,0.0002221999645310913,0.07961651661883244,3.725368167174238e-05,0.052283137040243635,0.0854004784229351,0.009749970470506963,0.007130045526169776,0.033769272251328274,0.10870874072059561,0.0390982508732022,1
96,Beattie,1,8,staircaseramp1,0.00021717480584818234,0.08405383068461554,3.713658007843207e-05,0.051301979648414875,0.08487678039326803,0.01042066425561735,0.008553883083392536,0.0346640041031774,0.09127977271835509,0.05085433663528998,1
97,Beattie,1,8,staircaseramp1,0.00021213275185347905,0.08742968828032895,3.559425383759499e-05,0.050624082905786266,0.08407588858954458,0.011233253736238246,0.010292542306354206,0.035388373687805966,0.07664514235271616,0.06534932604735663,1
98,Beattie,1,8,staircaseramp1,0.0002077557617196924,0.08981381952585922,3.264721741034732e-05,0.050325535863859364,0.08293511502625261,0.012234325958433106,0.012415990235031305,0.0359536080735742,0.06435684129488249,0.08115766667942566,1
99,Beattie,1,8,staircaseramp1,0.00020382569499800374,0.09147232111152319,2.8405322003858334e-05,0.05049571522353339,0.08150508364539726,0.013480250098489483,0.015036364310000088,0.03637081370493336,0.05403868913693675,0.09744599352306893,1
100,Beattie,1,8,staircaseramp1,0.00019992083183018738,0.09260441525746659,2.3043983518396895e-05,0.05128128046077593,0.08004181276499392,0.015124767880589668,0.01836732591712257,0.03655015437260375,0.045374817422412735,0.11378736193686106,1
101,Beattie,1,8,staircaseramp1,0.00019529799789065234,0.09340181725675989,1.6860939256788043e-05,0.052955093676512376,0.07884353959233498,0.017453076614346787,0.022776348676865035,0.0362749577876426,0.0381,0.12999514042840302,1
102,Beattie,1,8,sis,0.0002263294994901769,0.06986705729202088,3.444324257481354e-05,0.05460797537349917,0.08745662717463563,0.00891703576676878,0.005156319344077847,0.03157248197073563,0.1524,0.030052507826341782,1
